IdealT,OtsuT,KittlerT,LloydT,SungT,RidlerT,HuangT,RameshT,Li1T,Li2T,BrinkT,KapurT,SahooT,ShanbhagT,YenT,TsaiT
0.3294118,0.605882,0.688235,0.714692,0.633333,0.606742,0.692157,0.605882,0.586389,0.594118,0.358824,0.331373,0.451679,0.452941,0.327451,0.476471
0.4980392,0.754902,0.978431,0.644478,0.896078,0.764688,0.962745,0.656863,0.694157,0.707843,0.719608,0.794118,0.825058,0.696078,0.829412,0.817647
0.01960784,0.323529,0.045098,0.249304,0.264706,0.325082,0.64902,0.511765,0.203978,0.280392,0.496078,0.77451,0.766719,0.629412,0.778431,0.515686
0.5647059,0.566667,0.629412,0.342722,0.62549,0.568295,0.543137,0.566667,0.484562,0.527451,0.621569,0.664706,0.671995,0.35098,0.676471,0.668627
0.8980392,0.613725,0.994118,0.452947,0.798039,0.615352,0.947059,0.613725,0.511068,0.566667,0.766667,0.927451,0.883776,0.1,0.927451,0.609804
0.6745098,0.57451,0.994118,0.356601,0.739216,0.573841,0.845098,0.703922,0.462485,0.511765,0.747059,0.841176,0.799067,0.205882,0.841176,0.672549
0.8823529,0.845098,0.954902,0.776033,0.923529,0.845586,0.931373,0.547059,0.834778,0.837255,0.715686,0.884314,0.911689,0.288235,0.919608,0.809804
0,0.280392,0.005882,0.074315,0.315686,0.29004,0.382353,0.668627,0.202601,0.24902,0.362745,0.719608,0.696095,0.366667,0.75098,0.307843
0.3490196,0.480392,0.409804,0.387936,0.445098,0.480102,0.527451,0.480392,0.427106,0.452941,0.613725,0.672549,0.678758,0.652941,0.680392,0.660784
0.282353,0.515686,0.44902,0.402893,0.488235,0.516819,0.260784,0.515686,0.454579,0.484314,0.64902,0.731373,0.730014,0.641176,0.731373,0.715686
0.04313726,0.468627,0.092157,0.332497,0.001961,0.469032,0.44902,0.798039,0.275168,0.386275,0.762745,0.892157,0.902366,0.903922,0.919608,0.723529
0.5490196,0.715686,0.809804,0.631164,0.75098,0.716972,0.778431,0.421569,0.705735,0.707843,0.468627,0.55098,0.55098,0.633333,0.55098,0.664706
0.2509804,0.55098,0.652941,0.679558,0.570588,0.548669,0.260784,0.55098,0.520919,0.531373,0.354902,0.460784,0.457762,0.331373,0.456863,0.421569
0.5294118,0.558824,0.727451,0.317168,0.652941,0.558781,0.598039,0.558824,0.497882,0.523529,0.617647,0.731373,0.737391,0.256863,0.754902,0.507843
0.3921569,0.503922,0.629412,0.253348,0.578431,0.505873,0.558824,0.519608,0.435542,0.468627,0.539216,0.605882,0.614017,0.194118,0.637255,0.527451
0.8588235,0.55098,0.994118,0.370396,0.727451,0.556803,0.621569,0.660784,0.434436,0.492157,0.739216,0.896078,0.848589,0.127451,0.896078,0.621569
0.3843137,0.472549,0.605882,0.241638,0.547059,0.471523,0.433333,0.488235,0.385367,0.429412,0.570588,0.64902,0.671564,0.245098,0.684314,0.558824
0.4509804,0.515686,0.452941,0.422895,0.519608,0.520674,0.523529,0.315686,0.520087,0.515686,0.398039,0.468627,0.471879,0.515686,0.464706,0.511765
0.2,0.276471,0.04902,0.086222,0.280392,0.27815,0.288235,0.554902,0.273605,0.272549,0.366667,0.413725,0.413725,0.570588,0.413725,0.260784
0.8627451,0.833333,0.817647,0.778652,0.876471,0.881928,0.892157,0.539216,0.884625,0.829412,0.684314,0.813725,0.813613,0.723529,0.809804,0.852941
0.2470588,0.315686,0.237255,0.201554,0.339216,0.32054,0.452941,0.633333,0.293604,0.303922,0.362745,0.315686,0.315686,0.327451,0.315686,0.362745
0.2666667,0.296078,0.288235,0.25002,0.307843,0.383331,0.413725,0.496078,0.384376,0.288235,0.362745,0.331373,0.331193,0.382353,0.331373,0.354902
0,0.237255,0.005882,0.003922,0.233333,0.239109,0.256863,0.543137,0.214425,0.22549,0.358824,0.496078,0.480978,0.284314,0.511765,0.264706
0.345098,0.476471,0.445098,0.423225,0.472549,0.477812,0.762745,0.480392,0.424048,0.445098,0.62549,0.64902,0.648796,0.601961,0.64902,0.660784
0.8666667,0.562745,0.994118,0.374573,0.703922,0.561188,0.107843,0.594118,0.454594,0.503922,0.727451,0.888235,0.852232,0.213725,0.919608,0.652941
0.3529412,0.492157,0.558824,0.434327,0.539216,0.493411,0.762745,0.496078,0.438341,0.464706,0.62549,0.64902,0.652653,0.621569,0.652941,0.668627
0,0.366667,0.005882,0.211552,0.084314,0.368321,0.245098,0.582353,0.223687,0.311765,0.539216,0.684314,0.688644,0.723529,0.731373,0.55098
0.9098039,0.543137,0.939216,0.384431,0.943137,0.551436,0.594118,0.594118,0.404841,0.476471,0.786275,0.943137,0.914584,0.033333,0.943137,0.503922
0.654902,0.598039,0.009804,0.211136,0.601961,0.60062,0.586275,0.417647,0.594456,0.590196,0.42549,0.743137,0.507801,0.586275,0.75098,0.594118
0.2627451,0.562745,0.64902,0.039216,0.578431,0.328207,0.245098,0.562745,0.309616,0.547059,0.362745,0.456863,0.346186,0.488235,0.307843,0.413725
0.6156863,0.75098,0.892157,0.712957,0.880392,0.751661,0.954902,0.433333,0.735299,0.739216,0.801961,0.884314,0.881613,0.805882,0.884314,0.845098
0.7686275,0.692157,0.801961,0.626463,0.77451,0.69381,0.731373,0.492157,0.677452,0.680392,0.633333,0.770588,0.763125,0.260784,0.770588,0.668627
0,0.456863,0.005882,0.25944,0.664706,0.461668,0.829412,0.64902,0.262675,0.370588,0.609804,0.813725,0.828836,0.860784,0.872549,0.617647
0.4196078,0.519608,0.492157,0.42687,0.511765,0.520022,0.582353,0.519608,0.475751,0.496078,0.645098,0.711765,0.7108,0.672549,0.711765,0.696078
0,0.386275,0.005882,0.263905,0.22549,0.385544,0.3,0.668627,0.234947,0.327451,0.637255,0.75098,0.717157,0.762745,0.762745,0.637255
0.7098039,0.770588,0.790196,0.705454,0.786275,0.770253,0.821569,0.409804,0.758599,0.762745,0.590196,0.860784,0.860204,0.64902,0.860784,0.872549
0.2588235,0.237255,0.272549,0.196054,0.268627,0.240382,0.35098,0.598039,0.22208,0.233333,0.366667,0.280392,0.280392,0.139216,0.280392,0.296078
0.3647059,0.468627,0.480392,0.14057,0.480392,0.472605,0.492157,0.354902,0.461224,0.464706,0.362745,0.382353,0.382353,0.452941,0.382353,0.437255
0.007843138,0.417647,0.021569,0.276784,0.001961,0.418396,0.409804,0.731373,0.25091,0.35098,0.7,0.798039,0.805908,0.829412,0.82549,0.660784
0.2784314,0.354902,0.366667,0.254745,0.37451,0.356468,0.390196,0.57451,0.35284,0.296078,0.362745,0.311765,0.311765,0.245098,0.311765,0.335294
0.2313726,0.55098,0.7,0.555445,0.617647,0.55373,0.64902,0.511765,0.513471,0.531373,0.343137,0.296078,0.305772,0.323529,0.296078,0.445098
0.5960785,0.719608,0.762745,0.661218,0.739216,0.721118,0.617647,0.711765,0.70191,0.707843,0.786275,0.872549,0.87183,0.547059,0.872549,0.852941
0,0.601961,0.668627,0.301903,0.684314,0.602329,0.743137,0.547059,0.337816,0.543137,0.578431,0.703922,0.734121,0.739216,0.75098,0.605882
0.5843138,0.652941,0.566667,0.54304,0.656863,0.655707,0.664706,0.401961,0.655296,0.652941,0.515686,0.554902,0.554902,0.554902,0.554902,0.633333
0.5686275,0.601961,0.582353,0.524706,0.621569,0.603793,0.723529,0.37451,0.596334,0.598039,0.437255,0.62549,0.62549,0.696078,0.62549,0.64902
0.3960784,0.668627,0.864706,0.580119,0.841176,0.669507,0.880392,0.629412,0.625842,0.641176,0.696078,0.798039,0.854496,0.723529,0.864706,0.770588
0.4980392,0.629412,0.586275,0.557004,0.621569,0.854538,0.888235,0.62549,0.850158,0.609804,0.703922,0.723529,0.723529,0.872549,0.723529,0.786275
0.654902,0.668627,0.684314,0.630444,0.684314,0.669806,0.703922,0.476471,0.666309,0.668627,0.527451,0.707843,0.707141,0.598039,0.707843,0.715686
0.2588235,0.311765,0.311765,0.230013,0.327451,0.319659,0.327451,0.445098,0.315947,0.311765,0.366667,0.264706,0.264706,0.260784,0.264706,0.315686
0.4156863,0.523529,0.35098,0.329277,0.523529,0.523292,0.519608,0.296078,0.522007,0.519608,0.398039,0.37451,0.389854,0.519608,0.366667,0.492157
0.227451,0.335294,0.213725,0.321215,0.339216,0.321215,0.358824,0.554902,0.327362,0.331373,0.362745,0.166667,0.166667,0.327451,0.166667,0.315686
0.3254902,0.378431,0.311765,0.304482,0.382353,0.380199,0.390196,0.460784,0.379738,0.378431,0.362745,0.343137,0.342357,0.378431,0.335294,0.366667
0.627451,0.637255,0.731373,0.57417,0.707843,0.638337,0.64902,0.476471,0.619542,0.62549,0.601961,0.715686,0.712793,0.303922,0.715686,0.656863
0.3803922,0.394118,0.409804,0.352694,0.405882,0.39732,0.409804,0.217647,0.394673,0.394118,0.362745,0.417647,0.418486,0.370588,0.421569,0.405882
0.3294118,0.382353,0.394118,0.26537,0.394118,0.383296,0.409804,0.55098,0.379924,0.382353,0.358824,0.335294,0.335069,0.252941,0.331373,0.35098
0.6470588,0.598039,0.005882,0.243697,0.605882,0.602408,0.598039,0.409804,0.598062,0.594118,0.44902,0.437255,0.643125,0.586275,0.707843,0.55098
0.6784314,0.656863,0.358824,0.306165,0.656863,0.658393,0.672549,0.441176,0.657071,0.656863,0.488235,0.445098,0.582242,0.652941,0.586275,0.652941
0.3607843,0.452941,0.590196,0.245977,0.527451,0.457651,0.42549,0.484314,0.356471,0.409804,0.566667,0.645098,0.662762,0.256863,0.676471,0.562745
0.1960784,0.527451,0.672549,0.53106,0.586275,0.526508,0.629412,0.519608,0.484664,0.503922,0.331373,0.288235,0.303496,0.323529,0.307843,0.417647
0.3254902,0.5,0.707843,0.143255,0.605882,0.50135,0.637255,0.519608,0.378557,0.437255,0.460784,0.464706,0.61375,0.276471,0.7,0.460784
0.2666667,0.570588,0.652941,0.680061,0.57451,0.56925,0.292157,0.566667,0.536816,0.55098,0.354902,0.464706,0.447428,0.331373,0.445098,0.42549
0.9058824,0.586275,0.97451,0.453593,0.75098,0.586469,0.911765,0.637255,0.482875,0.527451,0.798039,0.907843,0.868099,0.154902,0.907843,0.645098
0.3843137,0.413725,0.452941,0.348924,0.445098,0.415219,0.394118,0.382353,0.399492,0.405882,0.433333,0.480392,0.479446,0.511765,0.480392,0.488235
0,0.260784,0.005882,0.027439,0.260784,0.265267,0.284314,0.637255,0.249478,0.252941,0.362745,0.711765,0.680393,0.272549,0.711765,0.24902
0.3803922,0.621569,0.798039,0.082046,0.711765,0.622932,0.766667,0.460784,0.571493,0.594118,0.437255,0.433333,0.440893,0.401961,0.445098,0.519608
0.3019608,0.315686,0.303922,0.211173,0.331373,0.316579,0.315686,0.543137,0.301439,0.307843,0.366667,0.319608,0.322345,0.252941,0.323529,0.35098
0.5137255,0.543137,0.523529,0.446346,0.609804,0.561158,0.668627,0.413725,0.527808,0.535294,0.507843,0.515686,0.515296,0.656863,0.503922,0.598039
0.5607843,0.613725,0.758824,0.528897,0.711765,0.615548,0.586275,0.543137,0.58345,0.594118,0.645098,0.735294,0.732806,0.307843,0.735294,0.645098
0.7137255,0.570588,0.97451,0.370086,0.758824,0.568951,0.115686,0.570588,0.455216,0.507843,0.719608,0.919608,0.882325,0.217647,0.919608,0.62549
0.3843137,0.511765,0.409804,0.168082,0.554902,0.512397,0.527451,0.511765,0.426086,0.464706,0.488235,0.492157,0.501384,0.37451,0.507843,0.598039
0.4392157,0.543137,0.558824,0.450001,0.554902,0.542423,0.515686,0.539216,0.504356,0.519608,0.64902,0.711765,0.711441,0.676471,0.711765,0.707843
0.003921569,0.452941,0.013725,0.134358,0.472549,0.458301,0.507843,0.37451,0.43029,0.437255,0.366667,0.813725,0.794126,0.503922,0.813725,0.405882
0.4196078,0.433333,0.554902,0.293943,0.5,0.433873,0.484314,0.441176,0.383595,0.405882,0.476471,0.503922,0.513691,0.209804,0.519608,0.488235
0.1098039,0.201961,0.037255,0.003922,0.198039,0.210742,0.166667,0.535294,0.179436,0.194118,0.339216,0.205882,0.24294,0.217647,0.327451,0.229412
0.2745098,0.496078,0.378431,0.377534,0.44902,0.497276,0.480392,0.503922,0.432096,0.464706,0.621569,0.672549,0.673813,0.62549,0.676471,0.668627
0.427451,0.401961,0.405882,0.238361,0.42549,0.403357,0.386275,0.413725,0.36918,0.386275,0.409804,0.44902,0.462675,0.343137,0.468627,0.460784
0.5019608,0.507843,0.77451,0.370986,0.684314,0.508627,0.5,0.558824,0.366941,0.441176,0.707843,0.786275,0.806233,0.856863,0.813725,0.57451
0.3411765,0.394118,0.476471,0.264911,0.452941,0.394851,0.409804,0.405882,0.348652,0.370588,0.441176,0.468627,0.469804,0.213725,0.472549,0.452941
0.945098,0.660784,0.990196,0.502141,0.860784,0.661237,0.833333,0.645098,0.576794,0.601961,0.786275,0.943137,0.947637,0.323529,0.970588,0.629412
0.7843137,0.719608,0.798039,0.601987,0.762745,0.720393,0.703922,0.437255,0.705833,0.711765,0.488235,0.786275,0.789419,0.558824,0.801961,0.719608
0.3294118,0.460784,0.366667,0.154258,0.476471,0.466135,0.37451,0.539216,0.372559,0.413725,0.492157,0.515686,0.528725,0.460784,0.539216,0.582353
0.3019608,0.347059,0.22549,0.237793,0.272549,0.346848,0.335294,0.476471,0.287454,0.319608,0.452941,0.460784,0.467458,0.558824,0.468627,0.488235
0.4627451,0.488235,0.578431,0.35593,0.543137,0.489047,0.566667,0.413725,0.466684,0.476471,0.429412,0.511765,0.507403,0.327451,0.511765,0.492157
0.1294118,0.605882,0.994118,0.595162,0.770588,0.604575,0.801961,0.605882,0.517624,0.554902,0.535294,0.166667,0.170198,0.072549,0.166667,0.315686
0.8352941,0.872549,0.754902,0.94902,0.872549,0.871339,0.872549,0.476471,0.874574,0.868627,0.758824,0.715686,0.731371,0.868627,0.715686,0.864706
0.5882353,0.652941,0.766667,0.622615,0.684314,0.654124,0.872549,0.64902,0.629721,0.637255,0.758824,0.343137,0.795394,0.460784,0.331373,0.801961
0.3137255,0.362745,0.390196,0.250292,0.433333,0.3641,0.543137,0.394118,0.300705,0.335294,0.421569,0.398039,0.397801,0.484314,0.394118,0.456863
0.2039216,0.523529,0.55098,0.628306,0.515686,0.52225,0.629412,0.519608,0.479141,0.5,0.323529,0.358824,0.352058,0.468627,0.35098,0.339216
0.4431373,0.688235,0.75098,0.784875,0.703922,0.688302,0.770588,0.3,0.675555,0.680392,0.401961,0.437255,0.559262,0.55098,0.433333,0.578431
0.6509804,0.641176,0.680392,0.583741,0.668627,0.642706,0.692157,0.409804,0.636633,0.637255,0.472549,0.688235,0.686938,0.711765,0.688235,0.664706
0.1843137,0.347059,0.358824,0.179422,0.37451,0.348671,0.366667,0.680392,0.313756,0.331373,0.378431,0.370588,0.374223,0.252941,0.378431,0.378431
0.254902,0.437255,0.413725,0.019608,0.456863,0.446717,0.468627,0.417647,0.433822,0.437255,0.370588,0.362745,0.409029,0.401961,0.421569,0.445098
0.8235294,0.578431,0.970588,0.413632,0.990196,0.581538,0.660784,0.660784,0.464155,0.519608,0.762745,0.990196,0.957801,0.103922,0.990196,0.484314
0.7921569,0.743137,0.656863,0.746098,0.743137,0.742827,0.743137,0.472549,0.743715,0.743137,0.582353,0.503922,0.519605,0.656863,0.488235,0.723529
0.2117647,0.44902,0.429412,0.499281,0.37451,0.298323,0.272549,0.488235,0.303858,0.429412,0.35098,0.394118,0.394118,0.421569,0.394118,0.335294
0.003921569,0.468627,0.013725,0.156473,0.472549,0.473501,0.492157,0.343137,0.457487,0.456863,0.366667,0.696078,0.696531,0.496078,0.719608,0.437255
0.7490196,0.786275,0.731373,0.704684,0.790196,0.790378,0.798039,0.539216,0.788606,0.786275,0.645098,0.688235,0.688151,0.786275,0.676471,0.770588
0,0.42549,0.005882,0.288396,0.641176,0.424114,0.421569,0.645098,0.253612,0.354902,0.629412,0.782353,0.807604,0.833333,0.829412,0.605882
0.9568627,0.680392,0.990196,0.548225,0.876471,0.688001,0.856863,0.668627,0.618102,0.637255,0.813725,0.958824,0.942404,0.362745,0.97451,0.672549
0.9882353,0.605882,0.970588,0.465635,0.986275,0.614992,0.62549,0.62549,0.495953,0.554902,0.786275,0.986275,0.979419,0.221569,0.986275,0.570588
0,0.237255,0.005882,0.133254,0.37451,0.372611,0.417647,0.64902,0.151552,0.201961,0.362745,0.613725,0.602052,0.413725,0.621569,0.343137
0.2313726,0.5,0.178431,0.213363,0.511765,0.510415,0.527451,0.386275,0.499646,0.5,0.390196,0.370588,0.370446,0.519608,0.366667,0.445098
0.2901961,0.515686,0.719608,0.171945,0.629412,0.520419,0.613725,0.527451,0.383182,0.452941,0.476471,0.613725,0.664916,0.347059,0.731373,0.476471
0.2627451,0.327451,0.272549,0.151818,0.347059,0.328606,0.319608,0.660784,0.28893,0.311765,0.370588,0.323529,0.334592,0.252941,0.339216,0.366667
0.345098,0.35098,0.370588,0.284259,0.382353,0.352819,0.492157,0.601961,0.337054,0.339216,0.386275,0.390196,0.389929,0.460784,0.390196,0.409804
0.7568628,0.676471,0.758824,0.547104,0.723529,0.678232,0.715686,0.354902,0.662777,0.668627,0.441176,0.754902,0.69827,0.527451,0.766667,0.676471
0.7372549,0.703922,0.782353,0.606997,0.747059,0.703541,0.766667,0.42549,0.693473,0.696078,0.523529,0.766667,0.740426,0.288235,0.782353,0.652941
0.3019608,0.35098,0.37451,0.209818,0.386275,0.352602,0.366667,0.645098,0.324774,0.339216,0.378431,0.366667,0.370514,0.237255,0.37451,0.382353
0.6,0.609804,0.77451,0.39871,0.707843,0.610691,0.696078,0.578431,0.560637,0.582353,0.609804,0.75098,0.747001,0.276471,0.766667,0.582353
0.02745098,0.456863,0.064706,0.382032,0.001961,0.465236,0.456863,0.770588,0.27289,0.382353,0.75098,0.876471,0.887867,0.907843,0.892157,0.731373
0.5450981,0.558824,0.586275,0.498027,0.605882,0.562867,0.656863,0.37451,0.551652,0.554902,0.480392,0.558824,0.556009,0.288235,0.562745,0.586275
0.572549,0.782353,0.986275,0.701028,0.919608,0.834553,0.962745,0.688235,0.743357,0.75098,0.743137,0.790196,0.808364,0.233333,0.809804,0.845098
0.5843138,0.605882,0.409804,0.39949,0.605882,0.606737,0.613725,0.339216,0.613777,0.605882,0.476471,0.401961,0.44901,0.343137,0.401961,0.601961
0.7215686,0.684314,0.860784,0.491086,0.790196,0.685505,0.688235,0.609804,0.603272,0.621569,0.629412,0.845098,0.819517,0.303922,0.852941,0.652941
0.5372549,0.554902,0.554902,0.437579,0.601961,0.557833,0.652941,0.409804,0.54122,0.543137,0.476471,0.519608,0.524883,0.37451,0.527451,0.582353
0.7803922,0.578431,0.978431,0.339068,0.660784,0.582242,0.911765,0.582353,0.487367,0.527451,0.692157,0.782353,0.807414,0.268627,0.82549,0.762745
0.5490196,0.64902,0.315686,0.189094,0.656863,0.654739,0.672549,0.343137,0.645877,0.641176,0.441176,0.55098,0.54459,0.637255,0.5,0.629412
0.6039216,0.492157,0.629412,0.300523,0.558824,0.493802,0.492157,0.5,0.434377,0.460784,0.547059,0.64902,0.659419,0.284314,0.672549,0.523529
0.9058824,0.880392,0.876471,0.846246,0.911765,0.917353,0.931373,0.660784,0.921408,0.876471,0.758824,0.868627,0.868425,0.805882,0.868627,0.892157
0.9921569,0.852941,0.907843,0.788176,0.892157,0.854851,0.907843,0.570588,0.850154,0.84902,0.664706,0.852941,0.861385,0.707843,0.864706,0.852941
0.3137255,0.652941,0.719608,0.763635,0.672549,0.653839,0.703922,0.645098,0.636692,0.645098,0.382353,0.362745,0.365627,0.566667,0.339216,0.527451
0.372549,0.558824,0.272549,0.007843,0.578431,0.563995,0.613725,0.405882,0.540176,0.547059,0.386275,0.390196,0.392078,0.578431,0.378431,0.519608
0.8431373,0.601961,0.970588,0.409806,0.986275,0.607045,0.864706,0.62549,0.517373,0.554902,0.747059,0.986275,0.954558,0.205882,0.986275,0.558824
0.5176471,0.566667,0.558824,0.281988,0.601961,0.569888,0.598039,0.55098,0.512656,0.539216,0.562745,0.617647,0.615578,0.441176,0.621569,0.652941
0.6941177,0.684314,0.829412,0.469767,0.766667,0.686115,0.770588,0.582353,0.658421,0.668627,0.586275,0.813725,0.803304,0.366667,0.837255,0.613725
0.4745098,0.543137,0.511765,0.229096,0.586275,0.54441,0.621569,0.527451,0.481791,0.507843,0.539216,0.558824,0.567091,0.433333,0.57451,0.62549
0,0.307843,0.005882,0.005289,0.307843,0.309439,0.319608,0.652941,0.28948,0.296078,0.362745,0.688235,0.664719,0.311765,0.7,0.3
0.6941177,0.786275,0.829412,0.729923,0.805882,0.785535,0.786275,0.472549,0.77552,0.778431,0.590196,0.911765,0.885807,0.527451,0.911765,0.884314
0.2431373,0.57451,0.794118,0.429497,0.739216,0.575551,0.535294,0.609804,0.49482,0.527451,0.633333,0.794118,0.794045,0.641176,0.813725,0.684314
0.2627451,0.539216,0.731373,0.465789,0.770588,0.679917,0.872549,0.598039,0.468458,0.5,0.617647,0.731373,0.730253,0.64902,0.731373,0.707843
0.5647059,0.758824,0.911765,0.699745,0.892157,0.759331,0.711765,0.715686,0.739724,0.747059,0.766667,0.868627,0.913803,0.805882,0.923529,0.837255
0.3529412,0.609804,0.982353,0.362935,0.778431,0.614571,0.872549,0.641176,0.483433,0.543137,0.747059,0.833333,0.849713,0.288235,0.880392,0.554902
0.4941176,0.452941,0.554902,0.347926,0.539216,0.457511,0.543137,0.409804,0.410962,0.433333,0.456863,0.488235,0.485715,0.194118,0.476471,0.480392
0.8823529,0.880392,0.829412,0.826328,0.884314,0.886696,0.892157,0.57451,0.886452,0.880392,0.786275,0.778431,0.794104,0.778431,0.778431,0.876471
0.5176471,0.582353,0.519608,0.367215,0.672549,0.587947,0.75098,0.511765,0.527676,0.547059,0.535294,0.562745,0.561334,0.468627,0.562745,0.633333
0.2,0.292157,0.154902,0.190771,0.166667,0.291565,0.288235,0.429412,0.228471,0.264706,0.417647,0.421569,0.420728,0.503922,0.421569,0.42549
0.5450981,0.511765,0.460784,0.443087,0.511765,0.512457,0.519608,0.315686,0.512241,0.511765,0.413725,0.460784,0.460688,0.441176,0.456863,0.496078
0.5490196,0.617647,0.527451,0.434419,0.645098,0.628093,0.696078,0.382353,0.615805,0.601961,0.476471,0.515686,0.514974,0.558824,0.515686,0.613725
0.4392157,0.660784,0.805882,0.546711,0.680392,0.661054,0.676471,0.645098,0.621796,0.637255,0.692157,0.782353,0.794787,0.731373,0.801961,0.770588
0.509804,0.57451,0.664706,0.358481,0.652941,0.576083,0.656863,0.519608,0.520973,0.543137,0.535294,0.601961,0.598491,0.37451,0.601961,0.617647
0,0.570588,0.005882,0.081769,0.590196,0.576535,0.641176,0.441176,0.523685,0.543137,0.398039,0.605882,0.60626,0.652941,0.652941,0.5
0.7686275,0.62549,0.958824,0.447364,0.970588,0.840778,0.888235,0.652941,0.830309,0.582353,0.766667,0.829412,0.813622,0.284314,0.829412,0.829412
0.345098,0.468627,0.37451,0.186831,0.5,0.474123,0.370588,0.539216,0.376165,0.42549,0.503922,0.519608,0.524929,0.390196,0.535294,0.586275
0.02745098,0.441176,0.064706,0.316785,0.001961,0.441433,0.437255,0.790196,0.26148,0.366667,0.762745,0.837255,0.849456,0.872549,0.860784,0.715686
0.5058824,0.586275,0.390196,0.391077,0.594118,0.59147,0.594118,0.362745,0.590473,0.586275,0.464706,0.405882,0.425465,0.586275,0.401961,0.586275
0.5803922,0.543137,0.531373,0.424526,0.570588,0.544451,0.778431,0.531373,0.501968,0.519608,0.582353,0.637255,0.714311,0.715686,0.727451,0.64902
0.2352941,0.44902,0.398039,0.224535,0.503922,0.454849,0.582353,0.398039,0.37913,0.421569,0.417647,0.390196,0.411832,0.433333,0.413725,0.476471
0.3333333,0.554902,0.582353,0.608473,0.433333,0.419988,0.409804,0.590196,0.433292,0.539216,0.362745,0.519608,0.519608,0.543137,0.519608,0.452941
0.4745098,0.570588,0.598039,0.480825,0.586275,0.570196,0.566667,0.566667,0.536831,0.55098,0.664706,0.735294,0.734338,0.543137,0.735294,0.731373
0.003921569,0.441176,0.013725,0.313205,0.064706,0.442438,0.441176,0.719608,0.262927,0.366667,0.684314,0.829412,0.85793,0.868627,0.868627,0.645098
0.8745098,0.84902,0.852941,0.826135,0.884314,0.897129,0.9,0.594118,0.896301,0.84902,0.735294,0.852941,0.849809,0.786275,0.845098,0.864706
0.8313726,0.554902,0.990196,0.460661,0.931373,0.556842,0.84902,0.641176,0.418953,0.484314,0.833333,0.82549,0.82549,0.084314,0.82549,0.813725
0.3843137,0.480392,0.3,0.485251,0.488235,0.485251,0.492157,0.672549,0.48507,0.480392,0.378431,0.35098,0.354876,0.488235,0.35098,0.472549
0.8509804,0.586275,0.994118,0.362175,0.801961,0.586785,0.856863,0.62549,0.46082,0.527451,0.703922,0.998039,0.800934,0.264706,0.998039,0.503922
0.5215687,0.531373,0.641176,0.410408,0.605882,0.532994,0.543137,0.476471,0.500807,0.515686,0.527451,0.613725,0.612451,0.292157,0.617647,0.558824
0.5372549,0.578431,0.707843,0.307759,0.656863,0.579954,0.711765,0.558824,0.531977,0.55098,0.590196,0.692157,0.691884,0.292157,0.711765,0.539216
0.4470588,0.5,0.829412,0.156791,0.739216,0.607681,0.817647,0.511765,0.341135,0.405882,0.472549,0.507843,0.556719,0.562745,0.57451,0.547059
0,0.672549,0.95098,0.305327,0.798039,0.690301,0.892157,0.566667,0.511309,0.609804,0.590196,0.692157,0.765688,0.672549,0.798039,0.656863
0.6196079,0.696078,0.633333,0.520918,0.715686,0.701209,0.731373,0.394118,0.69309,0.688235,0.5,0.621569,0.627158,0.688235,0.629412,0.692157
0.4745098,0.472549,0.472549,0.399974,0.523529,0.473989,0.558824,0.343137,0.465778,0.468627,0.413725,0.492157,0.491484,0.409804,0.488235,0.503922
0.9098039,0.747059,0.994118,0.551095,0.84902,0.747993,0.915686,0.566667,0.711051,0.723529,0.641176,0.35098,0.869114,0.147059,0.911765,0.645098
0.5372549,0.55098,0.605882,0.294017,0.598039,0.550097,0.531373,0.554902,0.480796,0.511765,0.594118,0.664706,0.673508,0.398039,0.684314,0.641176
0,0.429412,0.005882,0.331386,0.703922,0.429961,0.860784,0.609804,0.256763,0.358824,0.629412,0.77451,0.799796,0.841176,0.809804,0.629412
0.5686275,0.633333,0.821569,0.521561,0.762745,0.633561,0.758824,0.578431,0.58741,0.605882,0.668627,0.723529,0.719842,0.205882,0.723529,0.645098
0.572549,0.476471,0.582353,0.254497,0.55098,0.477057,0.488235,0.5,0.363431,0.42549,0.554902,0.62549,0.651985,0.605882,0.664706,0.543137
0.7098039,0.578431,0.958824,0.450615,0.978431,0.582429,0.684314,0.582353,0.466818,0.519608,0.801961,0.978431,0.96132,0.068627,0.978431,0.445098
0.254902,0.343137,0.284314,0.152849,0.366667,0.344831,0.319608,0.641176,0.29693,0.323529,0.378431,0.366667,0.366667,0.280392,0.366667,0.409804
0.4196078,0.617647,0.994118,0.450291,0.9,0.618217,0.786275,0.696078,0.515702,0.558824,0.766667,0.982353,0.459519,0.02549,0.998039,0.554902
0.4078431,0.496078,0.570588,0.416979,0.601961,0.496773,0.758824,0.492157,0.443736,0.468627,0.570588,0.590196,0.590049,0.637255,0.590196,0.62549
0.254902,0.543137,0.201961,0.254033,0.543137,0.544123,0.566667,0.398039,0.541753,0.303922,0.433333,0.417647,0.417526,0.554902,0.413725,0.496078
0.2078431,0.252941,0.264706,0.191335,0.272549,0.254447,0.22549,0.527451,0.234786,0.245098,0.362745,0.303922,0.303586,0.17451,0.303922,0.319608
0.5372549,0.656863,0.707843,0.477218,0.680392,0.658652,0.703922,0.362745,0.653301,0.652941,0.472549,0.562745,0.562049,0.562745,0.554902,0.629412
0.5921569,0.605882,0.605882,0.52869,0.609804,0.606288,0.590196,0.605882,0.581413,0.590196,0.668627,0.743137,0.74182,0.798039,0.743137,0.727451
